pubmed_id,title,journal,abstract,doi,authors
33594545,In vitro properties of potential probiotic lactic acid bacteria originating from Ghanaian indigenous fermented milk products.,World journal of microbiology & biotechnology,"Fermented milk products are a major source of health-promoting microorganisms known as probiotics. To characterize the probiotic properties of lactic acid bacteria isolated from Ghanaian traditionally fermented milk, thirty (30) isolates comprising Enterococcus faecium (1), Lactobacillus fermentum (14), Lb. plantarum (2) and Pediococcus acidilactici (13) identified by 16S rRNA gene sequencing, were tested for survival at low pH (2.5) and bile salts (0.3% (w/v)), hydrophobicity, co-aggregation, auto-aggregation and antimicrobial activities against selected pathogens. Safety of potential probiotic bacteria was assessed by hemolytic activity on blood agar and susceptibility to nine different antibiotics. Majority (90%) of the strains showed survival rates above 80% at pH (2.5) and in bile salts (0.3% (w/v)). Hydrophobicity ranged from 5 to 61% while cell auto-aggregation ranged from 41 to 80% after 24 h. Co-aggregation with E. coli (3.7-43.9%) and S. Typhimurium (1.3-49.5%) were similar for the LAB strains at 24 h. Cell- free supernatants of all LAB strains inhibited E. coli while S. Typhimurium was not sensitive to cell-free supernatants of five Pd. acidilactici strains: OS24h20, OS18h3, OY9h19, OS9h8 and 24NL38. None of the LAB strains showed β-hemolysis but 38% of strains showed α-hemolysis. Susceptibilities to antibiotics were strain-specific; only four strains, two Lb. fermentum and two Pd. acidilactici were susceptible to all nine antibiotics tested. Based on high survival rates in bile salts, low pH and generally good hydrophobicity, auto-aggregation, co-aggregation and inhibitory activities, 15 out of 30 strains tested were considered qualified candidates for development of probiotic cultures for fermented milk products in sub-Saharan Africa.","10.1007/s11274-021-03013-6
10.1186/s12866-017-1000-z
10.1186/1471-2180-12-75
10.1016/j.fm.2012.09.025
10.1155/2014/721067
10.1016/j.fm.2006.11.001
10.1016/j.foodcont.2009.10.010
10.1007/s11274-019-2672-3
10.1038/s41598-018-37656-7
10.1016/j.anaerobe.2013.10.009
10.1111/j.1574-6968.1997.tb12610.x
10.3168/jds.2010-4128
10.1016/j.ijfoodmicro.2011.08.014
10.1016/j.foodres.2014.01.010
10.1128/AEM.69.2.1270-1275.2003
10.3389/fmicb.2013.00202
10.12944/CRNFSJ.1.1.09
10.1038/nrgastro.2014.66
10.1002/9781118655252
10.1016/S0168-1605(01)00707-3
10.1002/jsfa.7128
10.1128/AEM.65.11.4949-4956.1999
10.1371/journal.pone.0008099
10.1007/bf02533963
10.1016/j.vetmic.2013.11.014
10.1146/annurev.micro.54.1.413
10.1016/j.ijfoodmicro.2008.04.027
10.1007/s00284-007-9084-6
10.1016/j.ijfoodmicro.2004.01.008
10.1007/s00284-010-9856-2
10.1016/j.ijfoodmicro.2004.01.003
10.1111/j.1365-2672.2006.02895.x
10.1016/j.ijfoodmicro.2007.11.018
10.1186/s12866-015-0602-6
10.1007/s13197-012-0821-x
10.1016/j.fm.2013.03.010
10.1128/AAC.43.12.2823
10.1016/j.ijfoodmicro.2006.06.007
10.2903/j.efsa.2018.5206
10.1016/j.idairyj.2004.12.008
10.1002/9781118655252.ch15
10.1155/2015/315819
10.1007/s00253-012-4407-3
10.1016/j.jff.2012.10.012
10.1128/AEM.02519-12
10.1111/j.1472-765X.2009.02684.x
10.5713/ajas.15.0849
10.3389/fmicb.2018.01685","[{'lastname': 'Motey', 'firstname': 'Grace Adzo', 'initials': 'GA', 'affiliation': 'Department of Applied Biology, C. K. Tedam University of Technology and Applied Sciences, Navrongo, Ghana. gamotey@gmail.com.\nDepartment of Theoretical and Applied Biology, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana. gamotey@gmail.com.'}, {'lastname': 'Owusu-Kwarteng', 'firstname': 'James', 'initials': 'J', 'affiliation': 'Department of Food Science and Technology, University of Energy and Natural Resources, Sunyani, Ghana.'}, {'lastname': 'Obiri-Danso', 'firstname': 'Kwasi', 'initials': 'K', 'affiliation': 'Department of Theoretical and Applied Biology, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana.'}, {'lastname': 'Ofori', 'firstname': 'Linda Aurelia', 'initials': 'LA', 'affiliation': 'Department of Theoretical and Applied Biology, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana.'}, {'lastname': 'Ellis', 'firstname': 'William Otoo', 'initials': 'WO', 'affiliation': 'Department of Food Science and Technology, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana.'}, {'lastname': 'Jespersen', 'firstname': 'Lene', 'initials': 'L', 'affiliation': 'Department of Food Science, University of Copenhagen, Rolighedsvej 26, 1958, Frederiksberg C, Denmark.'}]"
33590037,"Prospective study of surgical site infections post-open esophageal cancer surgery, and the impact of care bundles.",Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus,"SSIs represent common infection-related morbidity following major surgery. Modern care bundles have been established as prophylactic measures aimed at preventing SSI occurring postoperatively. SSI incidence and data on common culprit pathogens post-esophagectomy for cancer have not been previously reported. Patients (2013-2018) treated with curative intent were studied. SSI was defined as per the Center for Disease Control (CDC) definition. A care bundle pathway following the National Institute for Clinical Excellence (NICE) guidelines for prevention of SSIs was introduced in 2013 and was audited quarterly. Risk factors and associations of SSIs were analyzed, as was the prevalence of isolated pathogens. Multivariable logistic regression examined independently predictive factors of SSIs and oncologic outcomes. Of 343 patients, 34 (9.9%) developed a postoperative SSI, with a median (range) of 8 (6-17). Quarterly audit carried out over 6 years showed no significant annual variance or trend. The most prevalent pathogen cultured was Methicillin-sensitive Staphylococcus aureus (MSSA) in nine patients (32%) followed by Candida albicans (29%), Escherichia coli (14%), and Enterococcus faecium (11%). SSI was significantly associated with pneumonia (P = 0.001), respiratory failure (P = 0.014), atrial fibrillation (P = 0.004), anastomotic leak (P < 0.001), and in-hospital blood transfusions (P = 0.031). SSI did not impact the overall survival (P = 0.951). SSI rates can be maintained at less than 10% using strict care bundles and regular audit. The most common culprit pathogen is gram-positive MSSA representing 32% of cases. These data are novel and may represent a modern benchmark for SSI post-open esophagectomy for cancer. This study highlights the incidence and associations of SSI post-esophageal cancer surgery.",10.1093/dote/doaa136,"[{'lastname': 'Raftery', 'firstname': 'Nicola B', 'initials': 'NB', 'affiliation': ""National Esophageal and Gastric Center, St. James's Hospital and Trinity College Dublin, Dublin, Ireland.""}, {'lastname': 'Murphy', 'firstname': 'Conor F', 'initials': 'CF', 'affiliation': ""National Esophageal and Gastric Center, St. James's Hospital and Trinity College Dublin, Dublin, Ireland.""}, {'lastname': 'Donlon', 'firstname': 'Noel E', 'initials': 'NE', 'affiliation': ""National Esophageal and Gastric Center, St. James's Hospital and Trinity College Dublin, Dublin, Ireland.""}, {'lastname': 'Heneghan', 'firstname': 'Helen', 'initials': 'H', 'affiliation': ""Department of Surgery, St. Vincent's University Hospital, Dublin, Ireland.""}, {'lastname': 'Donohoe', 'firstname': 'Claire L', 'initials': 'CL', 'affiliation': ""National Esophageal and Gastric Center, St. James's Hospital and Trinity College Dublin, Dublin, Ireland.""}, {'lastname': 'King', 'firstname': 'Sinead', 'initials': 'S', 'affiliation': ""National Esophageal and Gastric Center, St. James's Hospital and Trinity College Dublin, Dublin, Ireland.""}, {'lastname': ""O'Connell"", 'firstname': 'Brian', 'initials': 'B', 'affiliation': ""Department of Microbiology, St James's Hospital, Dublin, Ireland.""}, {'lastname': 'Ravi', 'firstname': 'Narayanasamy', 'initials': 'N', 'affiliation': ""National Esophageal and Gastric Center, St. James's Hospital and Trinity College Dublin, Dublin, Ireland.""}, {'lastname': 'Reynolds', 'firstname': 'John V', 'initials': 'JV', 'affiliation': ""National Esophageal and Gastric Center, St. James's Hospital and Trinity College Dublin, Dublin, Ireland.""}]"
33589735,Purification and characterization of bacteriocins-like inhibitory substances from food isolated Enterococcus faecalis OS13 with activity against nosocomial enterococci.,Scientific reports,"Nosocomial infections caused by enterococci are an ongoing global threat. Thus, finding therapeutic agents for the treatment of such infections are crucial. Some Enterococcus faecalis strains are able to produce antimicrobial peptides called bacteriocins. We analyzed 65 E. faecalis isolates from 43 food samples and 22 clinical samples in Egypt for 17 common bacteriocin-encoding genes of Enterococcus spp. These genes were absent in 11 isolates that showed antimicrobial activity putatively due to bacteriocins (three from food, including isolate OS13, and eight from clinical isolates). The food-isolated E. faecalis OS13 produced bacteriocin-like inhibitory substances (BLIS) named enterocin OS13, which comprised two peptides (enterocin OS13α OS13β) that inhibited the growth of antibiotic-resistant nosocomial E. faecalis and E. faecium isolates. The molecular weights of enterocin OS13α and OS13β were determined as 8079 Da and 7859 Da, respectively, and both were heat-labile. Enterocin OS13α was sensitive to proteinase K, while enterocin OS13β was resistant. Characterization of E. faecalis OS13 isolate revealed that it belonged to sequence type 116. It was non-hemolytic, bile salt hydrolase-negative, gelatinase-positive, and sensitive to ampicillin, penicillin, vancomycin, erythromycin, kanamycin, and gentamicin. In conclusion, BLIS as enterocin OS13α and OS13β represent antimicrobial agents with activities against antibiotic-resistant enterococcal isolates.",10.1038/s41598-021-83357-z,"[{'lastname': 'El-Gendy', 'firstname': 'Ahmed O', 'initials': 'AO', 'affiliation': 'Microbiology and Immunology Department, Faculty of Pharmacy, Beni-Suef University, Salah Salem Street, Beni Suef, 62511, Egypt. Ahmed.elgendy@pharm.bsu.edu.eg.'}, {'lastname': 'Brede', 'firstname': 'Dag A', 'initials': 'DA', 'affiliation': 'Department of Chemistry, Biotechnology and Food Science, Laboratory of Microbial Gene Technology and Food Microbiology, Norwegian University of Life Sciences, Ås, Norway.'}, {'lastname': 'Essam', 'firstname': 'Tamer M', 'initials': 'TM', 'affiliation': 'Microbiology and Immunology Department and Biotechnology Centre, Faculty of Pharmacy, Cairo University, Cairo, Egypt.'}, {'lastname': 'Amin', 'firstname': 'Magdy A', 'initials': 'MA', 'affiliation': 'Microbiology and Immunology Department and Biotechnology Centre, Faculty of Pharmacy, Cairo University, Cairo, Egypt.'}, {'lastname': 'Ahmed', 'firstname': 'Shaban H', 'initials': 'SH', 'affiliation': 'Microbiology and Immunology Department, Faculty of Medicine, Assiut University, Asyût, Egypt.'}, {'lastname': 'Holo', 'firstname': 'Helge', 'initials': 'H', 'affiliation': 'Department of Chemistry, Biotechnology and Food Science, Laboratory of Microbial Gene Technology and Food Microbiology, Norwegian University of Life Sciences, Ås, Norway.'}, {'lastname': 'Nes', 'firstname': 'Ingolf F', 'initials': 'IF', 'affiliation': 'Department of Chemistry, Biotechnology and Food Science, Laboratory of Microbial Gene Technology and Food Microbiology, Norwegian University of Life Sciences, Ås, Norway.'}, {'lastname': 'Shamikh', 'firstname': 'Yara I', 'initials': 'YI', 'affiliation': 'Department of Microbiology and Immunology, Nahda University, Beni Suef, Egypt.\nDepartment of Virology, Egypt Center for Research and Regenerative Medicine, Cairo, Egypt.'}]"
33582200,Successful containment of two vancomycin-resistant Enterococcus faecium (VRE) outbreaks in a Dutch teaching hospital using environmental sampling and whole genome sequencing.,The Journal of hospital infection,"Vancomycin-resistant enterococci (VRE) may cause nosocomial outbreaks. We describe all VRE carriers that were identified in 2018.
To investigate the genetic relatedness of the VRE isolates and the possibility of a common environmental reservoir using environmental sampling and whole genome sequencing (WGS).
Infection control measures consisted of contact isolation, contact surveys, point prevalence screening, environmental sampling, cleaning and disinfection. VRE isolates were sequenced on a MiSeq sequencer (Illumina, San Diego, CA, USA), and assembled using SPAdes v.3.10.1. A minimal spanning tree and a neighbour joining tree based on allele diversity of cgMLST and accessory genes using Ridom SeqSphere+ software (Ridom GmbH, Münster, Germany) was created.
During a one year period, 19 VRE carriers were identified of whom 17 were part of two outbreaks. Before environmental cleaning and disinfection, 55 (14%) environmental samples were VRE positive. Fifty-one isolates (23 patient and 28 environmental samples) were available for WGS analysis. Forty-four isolates could be assigned to ST117-vanB, five to ST17-vanB, and two to ST80-vanB. Isolates from outbreak 1 (n=22) and outbreak 2 (n=22) both belonged to ST117-vanB, WGS, however, showed a different cluster type with 257 allelic differences.
The present study shows that WGS of two outbreak strains provided discrimination information regarding genetic relatedness and rejected the hypothesis of a common environmental reservoir. A high degree of environmental contamination was associated with more VRE transmission. Quantification of environmental contamination may reflects VRE transmission potential and could therefore support the infection control measures.",10.1016/j.jhin.2021.02.007,"[{'lastname': 'Gast', 'firstname': 'K B', 'initials': 'KB', 'affiliation': 'Microvida Laboratory of Medical Microbiology and Immunology and. Electronic address: k.gast@etz.nl.'}, {'lastname': 'van Oudheusden', 'firstname': 'A J G', 'initials': 'AJG', 'affiliation': 'Department of Infection prevention, Elisabeth-TweeSteden Hospital, Tilburg, PO Box 90151, 5000 LC Tilburg, The Netherlands. Electronic address: a.vanoudheusden@etz.nl.'}, {'lastname': 'Murk', 'firstname': 'J L', 'initials': 'JL', 'affiliation': 'Microvida Laboratory of Medical Microbiology and Immunology and. Electronic address: j.murk@etz.nl.'}, {'lastname': 'Stohr', 'firstname': 'J J J M', 'initials': 'JJJM', 'affiliation': 'Microvida Laboratory of Medical Microbiology and Immunology and. Electronic address: j.stohr@etz.nl.'}, {'lastname': 'Buiting', 'firstname': 'A G', 'initials': 'AG', 'affiliation': 'Microvida Laboratory of Medical Microbiology and Immunology and; Department of Infection prevention, Elisabeth-TweeSteden Hospital, Tilburg, PO Box 90151, 5000 LC Tilburg, The Netherlands. Electronic address: a.buiting@etz.nl.'}, {'lastname': 'Verweij', 'firstname': 'J J', 'initials': 'JJ', 'affiliation': 'Microvida Laboratory of Medical Microbiology and Immunology and. Electronic address: j.verweij@etz.nl.'}]"
33576231,Multiple Classes of Antimicrobial Peptides in ,Journal of natural products,"Traditional medicinal plants are rich reservoirs of antimicrobial agents, including antimicrobial peptides (AMPs). Advances in genomic sequencing, in silico AMP predictions, and mass spectrometry-based peptidomics facilitate increasingly high-throughput bioactive peptide discovery. Herein, ",10.1021/acs.jnatprod.0c01203,"[{'lastname': 'Moyer', 'firstname': 'Tessa B', 'initials': 'TB', 'affiliation': 'Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States.'}, {'lastname': 'Allen', 'firstname': 'Jessie L', 'initials': 'JL', 'affiliation': 'Department of Cell Biology, Microbiology and Molecular Biology, University of South Florida, Tampa, Florida 33620, United States.'}, {'lastname': 'Shaw', 'firstname': 'Lindsey N', 'initials': 'LN', 'affiliation': 'Department of Cell Biology, Microbiology and Molecular Biology, University of South Florida, Tampa, Florida 33620, United States.'}, {'lastname': 'Hicks', 'firstname': 'Leslie M', 'initials': 'LM', 'affiliation': 'Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States.'}]"
33574861,Marine Sediment Recovered ,Polish journal of microbiology,"Marine obligate actinobacteria produce a wide variety of secondary metabolites with biological activity, notably those with antibiotic activity urgently needed against multi-drug-resistant bacteria. Seventy-five marine actinobacteria were isolated from a marine sediment sample collected in Punta Arena de La Ventana, Baja California Sur, Mexico. The 16S rRNA gene identification, Multi Locus Sequence Analysis, and the marine salt requirement for growth assigned seventy-one isolates as members of the genus ",10.33073/pjm-2020-035,"[{'lastname': 'Contreras-Castro', 'firstname': 'Luis', 'initials': 'L', 'affiliation': 'Instituto Politécnico Nacional, Escuela Nacional de Ciencias Biológicas, Ciudad de México, México.'}, {'lastname': 'MartÍnez-GarcÍa', 'firstname': 'Sergio', 'initials': 'S', 'affiliation': 'Instituto Politécnico Nacional, Escuela Nacional de Ciencias Biológicas, Ciudad de México, México.'}, {'lastname': 'Cancino-Diaz', 'firstname': 'Juan C', 'initials': 'JC', 'affiliation': 'Instituto Politécnico Nacional, Escuela Nacional de Ciencias Biológicas, Ciudad de México, México.'}, {'lastname': 'Maldonado', 'firstname': 'Luis A', 'initials': 'LA', 'affiliation': 'Facultad de Química, Universidad Nacional Autónoma de México, Ciudad de México, México.'}, {'lastname': 'HernÁndez-Guerrero', 'firstname': 'Claudia J', 'initials': 'CJ', 'affiliation': 'Instituto Politécnico Nacional, Centro Interdisciplinario de Ciencias Marinas, Av. Instituto Politécnico Nacional S/N, Col. Playa Palo de Santa Rita, 23096, La Paz, Baja California Sur, México.'}, {'lastname': 'MartÍnez-DÍaz', 'firstname': 'Sergio F', 'initials': 'SF', 'affiliation': 'Instituto Politécnico Nacional, Centro Interdisciplinario de Ciencias Marinas, Av. Instituto Politécnico Nacional S/N, Col. Playa Palo de Santa Rita, 23096, La Paz, Baja California Sur, México.'}, {'lastname': 'GonzÁlez-Acosta', 'firstname': 'BÁrbara', 'initials': 'B', 'affiliation': 'Instituto Politécnico Nacional, Centro Interdisciplinario de Ciencias Marinas, Av. Instituto Politécnico Nacional S/N, Col. Playa Palo de Santa Rita, 23096, La Paz, Baja California Sur, México.'}, {'lastname': 'Quintana', 'firstname': 'Erika T', 'initials': 'ET', 'affiliation': 'Instituto Politécnico Nacional, Escuela Nacional de Ciencias Biológicas, Ciudad de México, México.'}]"
33571152,Evaluation of the probiotic and postbiotic potential of lactic acid bacteria from artisanal dairy products against pathogens.,Journal of infection in developing countries,"Probiotic and postbiotic potential of thirty-two strains of lactic acid bacteria (LAB), obtained earlier from artisanal dairy sources in Pakistan, have been investigated against major multi-drug resistant (MDR) and food borne pathogenic bacteria.
LAB strains were identified by 16S rRNA gene sequencing and their antibacterial activity was assessed by the microdilution method. Four LAB isolates, Weissella confusa PL6, Enterococcus faecium PL7, and Lactobacillus delbrueckii PL11 and PL13 were shortlisted. Their ability to degrade lactose and safety for human consumption in terms of hemolysis and antibiotic susceptibility were assessed in vitro. The antibacterial components in the cell-free supernatants (CFSs) of isolate cultures were characterized biochemically by HPLC.
Acid neutralization but not protease treatment abolished the antibacterial activity of CFSs. Lactic, acetic and propionic acids were the main acids in the CFSs, and acid production peaked in the stationary phase of growth. The antibacterial activity of the LAB cultures resulted from secretion of organic acids that lowered the pH. The strains exhibited variable ability to degrade lactose and were non-hemolytic and susceptible to the most common antibiotics.
These LAB strains are probiotic candidates for further investigation of their postbiotic role in naturally preserving processed foods and for attenuation of lactose intolerance.",10.3855/jidc.13404,"[{'lastname': 'Hussain', 'firstname': 'Nazar', 'initials': 'N', 'affiliation': 'National Probiotics Lab-HBD, National Institute for Biotechnology and Genetic Engineering (NIBGE), Faisalabad, Pakistan.'}, {'lastname': 'Tariq', 'firstname': 'Muhammad', 'initials': 'M', 'affiliation': 'National Probiotics Lab-HBD, National Institute for Biotechnology and Genetic Engineering (NIBGE), Faisalabad, Pakistan.'}, {'lastname': 'Saris', 'firstname': 'Per Erik Joakim', 'initials': 'PEJ', 'affiliation': 'Department of Microbiology, University of Helsinki, Helsinki, Finland.'}, {'lastname': 'Zaidi', 'firstname': 'Arsalan', 'initials': 'A', 'affiliation': 'National Probiotics Lab-HBD, National Institute for Biotechnology and Genetic Engineering (NIBGE), Faisalabad, Pakistan. azlanzaidi@yahoo.com.'}]"
33571151,Vancomycin-resistant Enterococcus faecium in Algeria: phenotypic and genotypic characterization of clinical isolates.,Journal of infection in developing countries,"vancomycin-resistant Enterococcus faecium (VREfm) is a major public health problem worldwide. The aim of our study was to determine the microbiological, epidemiological and molecular characteristics of VREfm isolated in north-central, eastern and western Algeria.
a collection of 48 VREfm isolated from September 2010 to April 2017 in several Algerian hospitals were studied. Minimum inhibitory concentrations (MICs) were determined by E-test method according to CLSI guidelines. the detection of van genotype of all strains was performed by PCR. Clonal relationship of five VREfm targeted by region were characterized using multilocus sequence typing (MLST).
All isolates have multidrug-resistance (MDR) and were resistant to at least five classes of antibiotics; however, all were susceptible to tigecycline and daptomycin with MIC50 at 0.094 µg/mL and 2 µg/mL respectively. All strains belonged to vanA genotype and have high level of resistance to vancomycin and teicoplanin. MLST revealed two sequence types (STs): ST80 (from the four regions of Algeria) and ST789, both belonging to the former hospital-adapted clonal complex CC17.
the alarming dissemination of MDR E. faecium vanA and the ST80 in several regions of Algeria suggest a clonal spread of VREfm strains, which urgently require implementation of adequate infection control measures.",10.3855/jidc.12482,"[{'lastname': 'Benamrouche', 'firstname': 'Nabila', 'initials': 'N', 'affiliation': 'Medical Bacteriology Laboratory, Institut Pasteur, Algiers, Algeria. n_benamrouche@yahoo.fr.'}, {'lastname': 'Guettou', 'firstname': 'Badia', 'initials': 'B', 'affiliation': 'Medical Bacteriology Laboratory, Institut Pasteur, Algiers, Algeria.'}, {'lastname': 'Henniche', 'firstname': 'Fatma Zohra', 'initials': 'FZ', 'affiliation': 'Microbiology Laboratory, Mohamed Seghir Nekkache Central Hospital of Army, Algiers, Algeria.'}, {'lastname': 'Assaous', 'firstname': 'Farida', 'initials': 'F', 'affiliation': 'Medical Bacteriology Laboratory, Institut Pasteur, Algiers, Algeria.'}, {'lastname': 'Laouar', 'firstname': 'Houcine', 'initials': 'H', 'affiliation': 'Department of Microbiology, University Hospital of Constantine, Constantine, Algeria.'}, {'lastname': 'Ziane', 'firstname': 'Hanifa', 'initials': 'H', 'affiliation': 'Department of Microbiology, Mustapha University Hospital, Algiers, Algeria.'}, {'lastname': 'Djennane', 'firstname': 'Fazia', 'initials': 'F', 'affiliation': 'Department of Microbiology, Mustapha University Hospital, Algiers, Algeria.'}, {'lastname': 'Tiouit', 'firstname': 'Djamal', 'initials': 'D', 'affiliation': 'Microbiology Laboratory, Mohamed Seghir Nekkache Central Hospital of Army, Algiers, Algeria.'}, {'lastname': 'Bentchouala', 'firstname': 'Chafia', 'initials': 'C', 'affiliation': 'Department of Microbiology, University Hospital of Constantine, Constantine, Algeria.'}, {'lastname': 'Yamouni', 'firstname': 'Ferroudja', 'initials': 'F', 'affiliation': 'Central Laboratory, University Regional Military Hospital of Oran, Oran, Algeria.'}, {'lastname': 'Rahal', 'firstname': 'Kheira', 'initials': 'K', 'affiliation': 'Medical Bacteriology Laboratory, Institut Pasteur, Algiers, Algeria.'}, {'lastname': 'Tali Maamar', 'firstname': 'Hassiba', 'initials': 'H', 'affiliation': 'Medical Bacteriology Laboratory, Institut Pasteur, Algiers, Algeria.'}]"
33571146,Clonal dispersion of Acinetobacter baumannii in an intensive care unit designed to patients COVID-19.,Journal of infection in developing countries,"SARS-CoV2 pandemic marks the need to pay attention to bacterial pathogens that can complicate the hospital stay of patients in the intensive care unit (ICU). ESKAPE bacteria which includes Enterococcus faecium, Staphylococcus aureus, Klebsiella pneumoniae, Acinetobacter baumannii, Pseudomonas aeruginosa, and Enterobacter cloacae are considered the most important, because of their close relationship with the development of ventilator-associated pneumonia (VAP). The aim of this work was to identify and characterize ESKAPE bacteria and to detect their possible clonal spread in medical devices, patients, and medical personnel of the ICU for COVID-19 patients of the Hospital Juarez de Mexico.
Genetic identification of ESKAPE bacteria was performed by analyzing the 16S rRNA gene. Resistance assays were performed according to the CLSI guidelines. Assembly of AdeABCRS operon and inhibition assays of pumps efflux in Acinetobacter baumannii isolates were performed. Associated gene involved in biofilm formation (icaA) was performed in isolates belonging to the Staphylococcus genus. Finally, typing by ERIC-PCR and characterization of mobile genetic element SCCmec were done.
Heterogeneous distribution of ESKAPE and non-ESKAPE bacteria was detected in various medical devices, patients, and medical personnel. Acinetobacter baumannii and Staphylococcus aureus were the predominant ESKAPE members. The analysis of intergenic regions revealed an important clonal distribution of A. baumannii (AdeABCRS+). Genotyping of SCCmec mobile genetic elements and the icaA gene showed that there is no clonal distribution of S. aureus.
Clonal spread of A. baumannii (AdeABCRS+) highlights the importance of adopting good practices for equipment disinfection, surfaces and management of COVID-19 patients.",10.3855/jidc.13545,"[{'lastname': 'Durán-Manuel', 'firstname': 'Emilio Mariano', 'initials': 'EM', 'affiliation': 'Hospital Juárez de México, Ciudad de México, México.'}, {'lastname': 'Cruz-Cruz', 'firstname': 'Clemente', 'initials': 'C', 'affiliation': 'Hospital Juárez de México, Ciudad de México, México.'}, {'lastname': 'Ibáñez-Cervantes', 'firstname': 'Gabriela', 'initials': 'G', 'affiliation': 'Hospital Juárez de México, Ciudad de México, México.'}, {'lastname': 'Bravata-Alcantará', 'firstname': 'Juan Carlos', 'initials': 'JC', 'affiliation': 'Hospital Juárez de México, Ciudad de México, México.'}, {'lastname': 'Sosa-Hernández', 'firstname': 'Oscar', 'initials': 'O', 'affiliation': 'Hospital General de Zona 2 Benigno Arriaga, Tequisquiapan, San Luis Potosí, México.'}, {'lastname': 'Delgado-Balbuena', 'firstname': 'Laura', 'initials': 'L', 'affiliation': 'Hospital Juárez de México, Ciudad de México, México.'}, {'lastname': 'León-García', 'firstname': 'Gregorio', 'initials': 'G', 'affiliation': 'Escuela Superior de Medicina, Instituto Politécnico Nacional, Ciudad de México, México.'}, {'lastname': 'Cortés-Ortíz', 'firstname': 'Iliana Alejandra', 'initials': 'IA', 'affiliation': 'Hospital Juárez de México, Ciudad de México, México.'}, {'lastname': 'Cureño-Díaz', 'firstname': 'Monica Alethia', 'initials': 'MA', 'affiliation': 'Hospital Juárez de México, Ciudad de México, México.'}, {'lastname': 'Castro-Escarpulli', 'firstname': 'Graciela', 'initials': 'G', 'affiliation': 'Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional, Ciudad de México, México.'}, {'lastname': 'Vélez-Reséndiz', 'firstname': 'Juan Manuel', 'initials': 'JM', 'affiliation': 'Escuela Superior de Medicina, Instituto Politécnico Nacional, Ciudad de México, México.'}, {'lastname': 'Bello-López', 'firstname': 'Juan Manuel', 'initials': 'JM', 'affiliation': 'Hospital Juárez de México, Ciudad de México, México. juanmanuelbello81@hotmail.com.'}]"
33562225,Effect of a Synbiotic Supplement on Fear Response and Memory Assessment of Broiler Chickens Subjected to Heat Stress.,Animals : an open access journal from MDPI,The aim of this study was to evaluate the effect of a synbiotic containing a probiotic (,10.3390/ani11020427,"[{'lastname': 'Mohammed', 'firstname': 'Ahmed', 'initials': 'A', 'affiliation': 'Department of Animal Sciences, Purdue University, 915 West State Street, West Lafayette, IN 47907, USA.\nDepartment of Animal and Poultry Behavior and Management, Faculty of Veterinary Medicine, Assiut University, Assiut 71526, Egypt.'}, {'lastname': 'Mahmoud', 'firstname': 'Manal', 'initials': 'M', 'affiliation': 'Department of Animal Hygiene, Faculty of Veterinary Medicine, Assiut University, Assiut 71526, Egypt.'}, {'lastname': 'Murugesan', 'firstname': 'Raj', 'initials': 'R', 'affiliation': 'BIOMIN America, Inc., San Antonio, TX 78213, USA.'}, {'lastname': 'Cheng', 'firstname': 'Heng-Wei', 'initials': 'HW', 'affiliation': 'USDA Agricultural Research Service, 125 South Russell Street, West Lafayette, IN 47907, USA.'}]"
33560499,Organization of antibiotic stewardship in Europe: the way to go.,Wiener medizinische Wochenschrift (1946),"It is more than two decades ago that a European Union conference on ""The Microbial Threat"" hosted by the Danish Government in Copenhagen in September 1998 issued recommendations to encourage good practice in the use of antimicrobial agents and reduce inappropriate prescribing. Essential components of those recommendations were antimicrobial teams in hospitals and the use of feedback to prescribers as well as educational activities. Two decades later, important surveillance systems on both antimicrobial resistance as well as on antibiotic consumption are functioning at the European level and in most European countries; European Committee on Antimicrobial Susceptibility Testing (EUCAST) has thoroughly re-evaluated, standardized and harmonized antibiotic susceptibility testing and breakpoints; there have been educational activities in many countries; and stewardship teams are now included in many guidelines and policy papers and recommendations. Yet, antimicrobial resistance problems in Europe have shifted from methicillin-resistant Staphylococus aureus (MRSA) to vancomycin-resistent Enterococcus faecium (VRE) and to multidrug-resistant gramnegative bacteria, while antibiotic consumption volumes, trends and patterns across countries do not show major and highly significant improvements. The way to go further is to recognize that better prescribing comes at a cost and requires investment in expert personnel, practice guideline drafting, and implementation aids, and, secondly, the setting of clear goals and quantitative targets for prescribing quality.",10.1007/s10354-020-00796-5,"[{'lastname': 'Kern', 'firstname': 'Winfried V', 'initials': 'WV', 'affiliation': 'Division of Infectious Diseases, Department of Medicine, University Hospital and Medical Center and Faculty of Medicine, Albert-Ludwigs-University, 79106, Freiburg, Germany. winfried.kern@uniklinik-freiburg.de.'}]"
