pubmed_id,paper:title,paper:doi,paper:authors,paper:keywords
33505093,Pathogenic Microbial Profile and Antibiotic Resistance Associated with Periodontitis.,10.1007/s12088-020-00914-2,"[{'lastname': 'Ansiliero', 'firstname': 'R', 'initials': 'R', 'affiliation': 'Laboratory of Biotechnology, Universidade do Oeste de Santa Catarina, Videira, SC 89560000 Brazil.'}, {'lastname': 'Gelinski', 'firstname': 'J M L N', 'initials': 'JMLN', 'affiliation': 'Laboratory of Biotechnology, Universidade do Oeste de Santa Catarina, Videira, SC 89560000 Brazil.'}, {'lastname': 'Samistraro', 'firstname': 'Q L', 'initials': 'QL', 'affiliation': 'Laboratory of Biotechnology, Universidade do Oeste de Santa Catarina, Videira, SC 89560000 Brazil.'}, {'lastname': 'Baratto', 'firstname': 'C M', 'initials': 'CM', 'affiliation': 'Laboratory of Biotechnology, Universidade do Oeste de Santa Catarina, Videira, SC 89560000 Brazil.'}, {'lastname': 'Almeida', 'firstname': 'C A', 'initials': 'CA', 'affiliation': 'Laboratory of Biotechnology, Universidade do Oeste de Santa Catarina, Videira, SC 89560000 Brazil.'}, {'lastname': 'Locatelli', 'firstname': 'C', 'initials': 'C', 'affiliation': 'Health Sciences, Uniarp, Caçador, Santa Catarina Brazil.'}]","['ARDRA', 'Bacterial community', 'Periodontal disease', 'β-lactam resistance']"
33390541,Production of Optically Active Hexahydrocurcumin by Human Intestinal Bacterium in Vitro.,10.1248/bpb.b20-00584,"[{'lastname': 'Niwa', 'firstname': 'Toshio', 'initials': 'T', 'affiliation': 'Faculty of Health and Nutrition, Shubun University.'}, {'lastname': 'Yokoyama', 'firstname': 'Shin-Ichiro', 'initials': 'SI', 'affiliation': 'Gifu Prefectural Research Institute for Food Sciences.'}, {'lastname': 'Mochizuki', 'firstname': 'Mika', 'initials': 'M', 'affiliation': 'Department of Health and Nutrition, Faculty of Psychological & Physical Science, Aichi Gakuin University.'}, {'lastname': 'Osawa', 'firstname': 'Toshihiko', 'initials': 'T', 'affiliation': 'Department of Health and Nutrition, Faculty of Psychological & Physical Science, Aichi Gakuin University.'}]","['curcumin', 'hexahydrocurcumin', 'microflora', 'optical activity']"
33348682,"Detection of Oxazolidinone Resistance Genes and Characterization of Genetic Environments in Enterococci of Swine Origin, Italy.",10.3390/microorganisms8122021,"[{'lastname': 'Fioriti', 'firstname': 'Simona', 'initials': 'S', 'affiliation': 'Department of Biomedical Sciences and Public Health, Polytechnic University of Marche, 60121 Ancona, Italy.'}, {'lastname': 'Morroni', 'firstname': 'Gianluca', 'initials': 'G', 'affiliation': 'Department of Biomedical Sciences and Public Health, Polytechnic University of Marche, 60121 Ancona, Italy.'}, {'lastname': 'Coccitto', 'firstname': 'Sonia Nina', 'initials': 'SN', 'affiliation': 'Department of Biomedical Sciences and Public Health, Polytechnic University of Marche, 60121 Ancona, Italy.'}, {'lastname': 'Brenciani', 'firstname': 'Andrea', 'initials': 'A', 'affiliation': 'Department of Biomedical Sciences and Public Health, Polytechnic University of Marche, 60121 Ancona, Italy.'}, {'lastname': 'Antonelli', 'firstname': 'Alberto', 'initials': 'A', 'affiliation': 'Department of Experimental and Clinical Medicine, University of Florence, 50121 Florence, Italy.\nClinical Microbiology and Virology Unit, Florence Careggi University Hospital, 50139 Florence, Italy.'}, {'lastname': 'Di Pilato', 'firstname': 'Vincenzo', 'initials': 'V', 'affiliation': 'Department of Surgical Sciences and Integrated Diagnostics, University of Genoa, 16126 Genoa, Italy.'}, {'lastname': 'Baccani', 'firstname': 'Ilaria', 'initials': 'I', 'affiliation': 'Department of Experimental and Clinical Medicine, University of Florence, 50121 Florence, Italy.'}, {'lastname': 'Pollini', 'firstname': 'Simona', 'initials': 'S', 'affiliation': 'Department of Experimental and Clinical Medicine, University of Florence, 50121 Florence, Italy.\nClinical Microbiology and Virology Unit, Florence Careggi University Hospital, 50139 Florence, Italy.'}, {'lastname': 'Cucco', 'firstname': 'Lucilla', 'initials': 'L', 'affiliation': ""Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche 'Togo Rosati', 06126 Perugia, Italy.""}, {'lastname': 'Morelli', 'firstname': 'Alessandra', 'initials': 'A', 'affiliation': ""Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche 'Togo Rosati', 06126 Perugia, Italy.""}, {'lastname': 'Paniccià', 'firstname': 'Marta', 'initials': 'M', 'affiliation': ""Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche 'Togo Rosati', 06126 Perugia, Italy.""}, {'lastname': 'Magistrali', 'firstname': 'Chiara Francesca', 'initials': 'CF', 'affiliation': ""Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche 'Togo Rosati', 06126 Perugia, Italy.""}, {'lastname': 'Rossolini', 'firstname': 'Gian Maria', 'initials': 'GM', 'affiliation': 'Department of Experimental and Clinical Medicine, University of Florence, 50121 Florence, Italy.\nClinical Microbiology and Virology Unit, Florence Careggi University Hospital, 50139 Florence, Italy.'}, {'lastname': 'Giovanetti', 'firstname': 'Eleonora', 'initials': 'E', 'affiliation': 'Department of Life and Environmental Sciences, Polytechnic University of Marche, 60121 Ancona, Italy.'}]","['Enterococcus faecalis', 'Enterococcus faecium', 'Enterococcus spp.', 'cfr', 'cfr(D)', 'conjugative plasmid', 'optrA', 'oxazolidinone resistance', 'poxtA']"
32563263,Multiorgan failure following gastroenteritis: a case report.,10.1186/s13256-020-02402-z,"[{'lastname': 'De Zylva', 'firstname': 'Joseph', 'initials': 'J', 'affiliation': 'Medical Officer, South Coast District Hospital, 56 Bay Road, Victor Harbor, SA, 5211, Australia. joseph.dezylva@gmail.com.'}, {'lastname': 'Padley', 'firstname': 'James', 'initials': 'J', 'affiliation': 'Clinical Educator, Rural and Remote Health, College of Medicine and Public Health, Flinders University, Flinders Drive, Bedford Park, SA, 5042, Australia.'}, {'lastname': 'Badbess', 'firstname': 'Rassam', 'initials': 'R', 'affiliation': 'Consultant General Physician, Flinders Medical Centre, Flinders Drive, Bedford Park, SA, 5042, Australia.'}, {'lastname': 'Dedigama', 'firstname': 'Maneesha', 'initials': 'M', 'affiliation': 'Consultant General Physician, Flinders Medical Centre, Flinders Drive, Bedford Park, SA, 5042, Australia.'}]","['Clostridium perfringens', 'Enterococcus avium', 'Gastroenteritis', 'Rural/regional hospital', 'Sepsis']"
33629433,Characterization of bacteriocinogenic Enterococcus isolates from wild and laboratory rabbits for the selection of autochthonous probiotic strains in Tunisia.,10.1111/jam.15047,"[{'lastname': 'Lengliz', 'firstname': 'S', 'initials': 'S', 'affiliation': 'Laboratory of Materials, Molecules and Application, Preparatory Institute for Scientific and Technical Studies LR11ES22, University of Carthage, Tunis, Tunisia.\nInstitute of Veterinary Research of Tunisia, University of Tunis El Manar, Tunis, Tunisia.'}, {'lastname': 'Abbassi', 'firstname': 'M S', 'initials': 'MS', 'affiliation': 'Institute of Veterinary Research of Tunisia, University of Tunis El Manar, Tunis, Tunisia.\nFaculty of Medecine of Tunis, Research Laboratory ""Antimicrobial Resistance"" LR99ES09, University of Tunis El Manar, Tunis, Tunisia.'}, {'lastname': 'Rehaiem', 'firstname': 'A', 'initials': 'A', 'affiliation': 'Faculty of Medecine of Tunis, Research Laboratory ""Antimicrobial Resistance"" LR99ES09, University of Tunis El Manar, Tunis, Tunisia.\nLaboratory of Microbiology, Charles Nicolle Hospital, Tunis, Tunisia.'}, {'lastname': 'Ben Chehida', 'firstname': 'N', 'initials': 'N', 'affiliation': 'Institute of Veterinary Research of Tunisia, University of Tunis El Manar, Tunis, Tunisia.'}, {'lastname': 'Najar', 'firstname': 'T', 'initials': 'T', 'affiliation': 'Laboratory of Materials, Molecules and Application, Preparatory Institute for Scientific and Technical Studies LR11ES22, University of Carthage, Tunis, Tunisia.\nDepartment of Animal Sciences, National Institute of Agronomy of Tunisia, University of Carthage, Tunis, Tunisia.'}]","['\nEnterococcus\n', 'bacteriocin', 'probiotic', 'rabbit', 'virulence']"
33532367,Identification and evaluation of antimicrobial resistance of enterococci isolated from raw ewes' and cows' milk collected in western Sicily: a preliminary investigation.,10.4081/ijfs.2020.8406,"[{'lastname': 'Palmeri', 'firstname': 'Marisa', 'initials': 'M', 'affiliation': 'Institute for Experimental Veterinary Medicine of Sicily A. Mirri, Palermo.'}, {'lastname': 'Mancuso', 'firstname': 'Isabella', 'initials': 'I', 'affiliation': 'Institute for Experimental Veterinary Medicine of Sicily A. Mirri, Palermo.'}, {'lastname': 'Gaglio', 'firstname': 'Raimondo', 'initials': 'R', 'affiliation': 'Department of Agricultural, Food and Forest Sciences, University of Palermo, Palermo, Italy.'}, {'lastname': 'Arcuri', 'firstname': 'Luigi', 'initials': 'L', 'affiliation': 'Local Health Unit, Palermo.'}, {'lastname': 'Barreca', 'firstname': 'Santino', 'initials': 'S', 'affiliation': 'Institute for Experimental Veterinary Medicine of Sicily A. Mirri, Palermo.'}, {'lastname': 'Barbaccia', 'firstname': 'Pietro', 'initials': 'P', 'affiliation': 'Department of Agricultural, Food and Forest Sciences, University of Palermo, Palermo, Italy.'}, {'lastname': 'Scatassa', 'firstname': 'Maria Luisa', 'initials': 'ML', 'affiliation': 'Institute for Experimental Veterinary Medicine of Sicily A. Mirri, Palermo.'}]","['Enterococcus', 'antimicrobial resistance', 'cow milk', 'sheep milk']"
33489684,Probiotics inspired from natural ecosystem to inhibit the growth of ,10.1007/s13205-020-02618-2,"[{'lastname': 'Anas', 'firstname': 'Abdulaziz', 'initials': 'A', 'affiliation': 'CSIR-National Institute of Oceanography, Regional Centre Cochin, Kochi, India.'}, {'lastname': 'Sukumaran', 'firstname': 'Vrinda', 'initials': 'V', 'affiliation': 'CSIR-National Institute of Oceanography, Regional Centre Cochin, Kochi, India.'}, {'lastname': 'Nampullipurackal Devarajan', 'firstname': 'Dhanraj', 'initials': 'D', 'affiliation': 'CSIR-National Institute of Oceanography, Regional Centre Cochin, Kochi, India.'}, {'lastname': 'Maniyath', 'firstname': 'Shijina', 'initials': 'S', 'affiliation': 'CSIR-National Institute of Oceanography, Regional Centre Cochin, Kochi, India.'}, {'lastname': 'Chekidhenkuzhiyil', 'firstname': 'Jasmin', 'initials': 'J', 'affiliation': 'CSIR-National Institute of Oceanography, Regional Centre Cochin, Kochi, India.'}, {'lastname': 'Mary', 'firstname': 'Ann', 'initials': 'A', 'affiliation': 'CSIR-National Institute of Oceanography, Regional Centre Cochin, Kochi, India.'}, {'lastname': 'Parakkaparambil Kuttan', 'firstname': 'Sreelakshmi', 'initials': 'S', 'affiliation': 'CSIR-National Institute of Oceanography, Regional Centre Cochin, Kochi, India.'}, {'lastname': 'Tharakan', 'firstname': 'Balu', 'initials': 'B', 'affiliation': 'CSIR-National Institute of Oceanography, Regional Centre Cochin, Kochi, India.'}]","['Aquaculture pathogen', 'Consortium', 'Lactobacillus', 'Shrimp', 'Vibriosis', 'White gut syndrome']"
33392833,Probiotic properties of lactic acid bacteria isolated from traditionally prepared dry starters of the Eastern Himalayas.,10.1007/s11274-020-02975-3,"[{'lastname': 'Pradhan', 'firstname': 'Pooja', 'initials': 'P', 'affiliation': 'DAICENTER (DBT-AIST International Centre for Translational and Environmental Research) and Bioinformatics Centre, Department of Microbiology, School of Life Sciences, Sikkim University, Gangtok, Sikkim, 737102, India.'}, {'lastname': 'Tamang', 'firstname': 'Jyoti Prakash', 'initials': 'JP', 'affiliation': 'DAICENTER (DBT-AIST International Centre for Translational and Environmental Research) and Bioinformatics Centre, Department of Microbiology, School of Life Sciences, Sikkim University, Gangtok, Sikkim, 737102, India. jyoti_tamang@hotmail.com.'}]","['Dry starters', 'Eastern Himalayas', 'Gene detection', 'Lactic acid bacteria', 'Probiotics']"
33362752,Assessment of Safety and Probiotic Traits of ,10.3389/fmicb.2020.608314,"[{'lastname': 'Hussein', 'firstname': 'Walaa E', 'initials': 'WE', 'affiliation': 'Department of Food Science and Technology, The Ohio State University, Columbus, OH, United States.\nDepartment of Microbiology and Immunology, National Research Center, Giza, Egypt.'}, {'lastname': 'Abdelhamid', 'firstname': 'Ahmed G', 'initials': 'AG', 'affiliation': 'Department of Food Science and Technology, The Ohio State University, Columbus, OH, United States.\nBotany and Microbiology Department, Faculty of Science, Benha University, Benha, Egypt.'}, {'lastname': 'Rocha-Mendoza', 'firstname': 'Diana', 'initials': 'D', 'affiliation': 'Department of Food Science and Technology, The Ohio State University, Columbus, OH, United States.'}, {'lastname': 'García-Cano', 'firstname': 'Israel', 'initials': 'I', 'affiliation': 'Department of Food Science and Technology, The Ohio State University, Columbus, OH, United States.'}, {'lastname': 'Yousef', 'firstname': 'Ahmed E', 'initials': 'AE', 'affiliation': 'Department of Food Science and Technology, The Ohio State University, Columbus, OH, United States.\nDepartment of Microbiology, The Ohio State University, Columbus, OH, United States.'}]","['Enterococcus durans', 'bioinformatics', 'genome mining', 'probiotics', 'safety']"
33737153,"vB_EfaS-DELF1, a novel Siphoviridae bacteriophage with highly effective lytic activity against vancomycin-resistant Enterococcus faecalis.",10.1016/j.virusres.2021.198391,"[{'lastname': 'Soleimani-Delfan', 'firstname': 'Abbas', 'initials': 'A', 'affiliation': 'Department of Cell and Molecular Biology & Microbiology, Faculty of Biological Science and Technology, University of Isfahan, Hezar-Jereeb Street, 81746-73441, Isfahan, Iran. Electronic address: asdelfan2003@gmail.com.'}, {'lastname': 'Bouzari', 'firstname': 'Majid', 'initials': 'M', 'affiliation': 'Department of Cell and Molecular Biology & Microbiology, Faculty of Biological Science and Technology, University of Isfahan, Hezar-Jereeb Street, 81746-73441, Isfahan, Iran. Electronic address: bouzari@sci.ui.ac.ir.'}, {'lastname': 'Wang', 'firstname': 'Ran', 'initials': 'R', 'affiliation': 'State Key Laboratory Cultivation Base of MOST, Institute of Food Safety and Nutrition, Jiangsu Academy of Agricultural Sciences, Nanjing, PR China. Electronic address: ranwang@jaas.ac.cn.'}]","['Enterococcus faecalis', 'Phage therapy', 'Siphoviridae', 'Vancomycin-resistant']"
33679682,Exploring the Therapeutic Potenital of the Leaderless Enterocins K1 and EJ97 in the Treatment of Vancomycin-Resistant Enterococcal Infection.,10.3389/fmicb.2021.649339,"[{'lastname': 'Reinseth', 'firstname': 'Ingvild', 'initials': 'I', 'affiliation': 'Faculty of Chemistry, Biotechnology and Food Science, Norwegian University of Life Sciences, Ås, Norway.'}, {'lastname': 'Tønnesen', 'firstname': 'Hanne H', 'initials': 'HH', 'affiliation': 'Section of Pharmaceutics and Social Pharmacy, Department of Pharmacy, University of Oslo, Blindern, Oslo, Norway.'}, {'lastname': 'Carlsen', 'firstname': 'Harald', 'initials': 'H', 'affiliation': 'Faculty of Chemistry, Biotechnology and Food Science, Norwegian University of Life Sciences, Ås, Norway.'}, {'lastname': 'Diep', 'firstname': 'Dzung B', 'initials': 'DB', 'affiliation': 'Faculty of Chemistry, Biotechnology and Food Science, Norwegian University of Life Sciences, Ås, Norway.'}]","['Eep', 'EntEJ97', 'EntK1', 'VRE infection', 'bacteriocin', 'enterococci']"
33630382,Prevalence of vancomycin-resistant enterococci in Asia-A systematic review and meta-analysis.,10.1111/jcpt.13383,"[{'lastname': 'Shrestha', 'firstname': 'Suraj', 'initials': 'S', 'affiliation': 'Maharajgunj Medical Campus, Institute of Medicine, Tribhuvan University, Kathmandu, Nepal.'}, {'lastname': 'Kharel', 'firstname': 'Sanjeev', 'initials': 'S', 'affiliation': 'Maharajgunj Medical Campus, Institute of Medicine, Tribhuvan University, Kathmandu, Nepal.'}, {'lastname': 'Homagain', 'firstname': 'Sushan', 'initials': 'S', 'affiliation': 'Maharajgunj Medical Campus, Institute of Medicine, Tribhuvan University, Kathmandu, Nepal.'}, {'lastname': 'Aryal', 'firstname': 'Roshan', 'initials': 'R', 'affiliation': 'Maharajgunj Medical Campus, Institute of Medicine, Tribhuvan University, Kathmandu, Nepal.'}, {'lastname': 'Mishra', 'firstname': 'Shyam Kumar', 'initials': 'SK', 'affiliation': 'Department of Microbiology, Institute of Medicine, Tribhuvan University, Kathmandu, Nepal.\nSchool of Optometry and Vision Science, UNSW Sydney, Australia.'}]","['Asia', 'Enterococcus', 'Vancomycin-resistant enterococci', 'vancomycin']"
33552007,Exposure to One Antibiotic Leads to Acquisition of Resistance to Another Antibiotic ,10.3389/fmicb.2020.580466,"[{'lastname': 'Shu', 'firstname': 'Che-Chi', 'initials': 'CC', 'affiliation': 'Department of Chemical Engineering and Biotechnology, National Taipei University of Technology, Taipei, Taiwan.'}, {'lastname': 'Chen', 'firstname': 'Wan-Ci', 'initials': 'WC', 'affiliation': 'Department of Chemical Engineering and Biotechnology, National Taipei University of Technology, Taipei, Taiwan.'}, {'lastname': 'Chang', 'firstname': 'Yao-Duo', 'initials': 'YD', 'affiliation': 'Department of Chemical Engineering and Biotechnology, National Taipei University of Technology, Taipei, Taiwan.'}, {'lastname': 'Chen', 'firstname': 'Jyy-Ning', 'initials': 'JN', 'affiliation': 'Department of Chemical Engineering and Biotechnology, National Taipei University of Technology, Taipei, Taiwan.'}, {'lastname': 'Liu', 'firstname': 'Feng-You', 'initials': 'FY', 'affiliation': 'Department of Chemical Engineering and Biotechnology, National Taipei University of Technology, Taipei, Taiwan.'}, {'lastname': 'Huang', 'firstname': 'Yu-Shan', 'initials': 'YS', 'affiliation': 'Department of Chemical Engineering and Biotechnology, National Taipei University of Technology, Taipei, Taiwan.'}, {'lastname': 'You', 'firstname': 'Chao-Xuan', 'initials': 'CX', 'affiliation': 'Department of Chemical Engineering and Biotechnology, National Taipei University of Technology, Taipei, Taiwan.'}, {'lastname': 'Wu', 'firstname': 'En Hsuan', 'initials': 'EH', 'affiliation': 'Department of Chemical Engineering and Biotechnology, National Taipei University of Technology, Taipei, Taiwan.'}]","['conjugal genes', 'dissemination of drug resistantance', 'nosocomial infection', 'post-antibiotic era', 'prgQ', 'prgX', 'selection pressure', 'side effect']"
33499465,Epidemiology and Outcomes of Vancomycin-Resistant Enterococcus Infections in the U.S. Military Health System.,10.1093/milmed/usaa229,"[{'lastname': 'Stagliano', 'firstname': 'David R', 'initials': 'DR', 'affiliation': 'Department of Pediatrics, Uniformed Services University, Bethesda, MD 20814, USA.'}, {'lastname': 'Susi', 'firstname': 'Apryl', 'initials': 'A', 'affiliation': 'Department of Pediatrics, Uniformed Services University, Bethesda, MD 20814, USA.'}, {'lastname': 'Adams', 'firstname': 'Daniel J', 'initials': 'DJ', 'affiliation': 'Department of Pediatrics, Uniformed Services University, Bethesda, MD 20814, USA.\nDepartment of Pediatrics, Uniformed Services University, Naval Medical Center Portsmouth, Portsmouth, VA 23708, USA.'}, {'lastname': 'Nylund', 'firstname': 'Cade M', 'initials': 'CM', 'affiliation': 'Department of Pediatrics, Uniformed Services University, Bethesda, MD 20814, USA.'}]",[]
33831063,"ddcP, pstB, and excess D-lactate impact synergism between vancomycin and chlorhexidine against Enterococcus faecium 1,231,410.",10.1371/journal.pone.0249631,"[{'lastname': 'Bhardwaj', 'firstname': 'Pooja', 'initials': 'P', 'affiliation': 'Department of Biological Sciences, University of Texas at Dallas, Richardson, Texas, United States of America.'}, {'lastname': 'Islam', 'firstname': 'Moutusee Z', 'initials': 'MZ', 'affiliation': 'Department of Biological Sciences, University of Texas at Dallas, Richardson, Texas, United States of America.'}, {'lastname': 'Kim', 'firstname': 'Christi', 'initials': 'C', 'affiliation': 'Department of Biological Sciences, University of Texas at Dallas, Richardson, Texas, United States of America.'}, {'lastname': 'Nguyen', 'firstname': 'Uyen Thy', 'initials': 'UT', 'affiliation': 'Department of Biological Sciences, University of Texas at Dallas, Richardson, Texas, United States of America.'}, {'lastname': 'Palmer', 'firstname': 'Kelli L', 'initials': 'KL', 'affiliation': 'Department of Biological Sciences, University of Texas at Dallas, Richardson, Texas, United States of America.'}]",[]
33796441,Molecular characterization of vancomycin-resistant Enterococcus faecium isolates from two German hospitals.,10.3205/dgkh000384,"[{'lastname': 'Nürnberger', 'firstname': 'Laura', 'initials': 'L', 'affiliation': 'Institute of Medical Microbiology, University Hospital Essen, University of Duisburg-Essen, Essen, Germany.'}, {'lastname': 'Schmidt', 'firstname': 'Dirk', 'initials': 'D', 'affiliation': 'Institute of Medical Microbiology, University Hospital Essen, University of Duisburg-Essen, Essen, Germany.'}, {'lastname': 'Szumlanski', 'firstname': 'Tobias', 'initials': 'T', 'affiliation': 'Institute for Clinical Hygiene, Medical Microbiology and Clinical Infectiology, Paracelsus Medical University, Nuremberg Hospital, Nuremberg, Germany.'}, {'lastname': 'Kirchhoff', 'firstname': 'Lisa', 'initials': 'L', 'affiliation': 'Institute of Medical Microbiology, University Hospital Essen, University of Duisburg-Essen, Essen, Germany.'}, {'lastname': 'Ross', 'firstname': 'Birgit', 'initials': 'B', 'affiliation': 'Department of Hospital Hygiene, University Hospital Essen, University of Duisburg-Essen, Essen, Germany.'}, {'lastname': 'Steinmann', 'firstname': 'Jörg', 'initials': 'J', 'affiliation': 'Institute of Medical Microbiology, University Hospital Essen, University of Duisburg-Essen, Essen, Germany.\nInstitute for Clinical Hygiene, Medical Microbiology and Clinical Infectiology, Paracelsus Medical University, Nuremberg Hospital, Nuremberg, Germany.'}, {'lastname': 'Rath', 'firstname': 'Peter-Michael', 'initials': 'PM', 'affiliation': 'Institute of Medical Microbiology, University Hospital Essen, University of Duisburg-Essen, Essen, Germany.'}]","['MLST', 'PFGE', 'VRE', 'molecular epidemiology']"
33790728,Concomitant Vancomycin-Resistant ,10.1159/000513165,"[{'lastname': 'Mehershahi', 'firstname': 'Shehriyar', 'initials': 'S', 'affiliation': 'Department of Gastroenterology, Bronxcare Health System, Bronx, New York, USA.'}, {'lastname': 'Ghazanfar', 'firstname': 'Haider', 'initials': 'H', 'affiliation': 'Department of Medicine, Bronxcare Health System, Bronx, New York, USA.'}, {'lastname': 'Ashraf', 'firstname': 'Shoaib', 'initials': 'S', 'affiliation': 'Department of Medicine, Bronxcare Health System, Bronx, New York, USA.'}, {'lastname': 'Shaikh', 'firstname': 'Danial H', 'initials': 'DH', 'affiliation': 'Department of Gastroenterology, Bronxcare Health System, Bronx, New York, USA.'}, {'lastname': 'Ihimoyan', 'firstname': 'Ariyo', 'initials': 'A', 'affiliation': 'Department of Gastroenterology, Bronxcare Health System, Bronx, New York, USA.'}]","['Clostridium difficile', 'Colitis', 'Intensive care unit', 'Vancomycin-resistant Enterococcus faecium']"
33762207,Epidemiological typing of ST80 vancomycin-resistant Enterococcus faecium: core genome multilocus sequence typing versus single nucleotide polymorphism-based typing.,10.1016/j.jgar.2021.03.005,"[{'lastname': 'Dyrkell', 'firstname': 'Fredrik', 'initials': 'F', 'affiliation': '1928 Diagnostics, Stena Center 1D, SE-412 92 Gothenburg, Sweden.'}, {'lastname': 'Giske', 'firstname': 'Christian G', 'initials': 'CG', 'affiliation': 'Department of Clinical Microbiology, Karolinska University Hospital, Karolinska Institutet, SE-141 86 Stockholm, Sweden.'}, {'lastname': 'Fang', 'firstname': 'Hong', 'initials': 'H', 'affiliation': 'Department of Clinical Microbiology, Karolinska University Hospital, Karolinska Institutet, SE-141 86 Stockholm, Sweden. Electronic address: hong.fang@sll.se.'}]","['SNP', 'ST80', 'VRE', 'Vancomycin-resistant Enterococcus faecium', 'Whole-genome sequencing', 'cgMLST']"
33743726,Intestinal carriage of vancomycin-resistant Enterococcus spp. among high-risk patients in university hospitals in Serbia: first surveillance report.,10.1186/s12941-021-00423-0,"[{'lastname': 'Janjusevic', 'firstname': 'Ana', 'initials': 'A', 'affiliation': 'Department of Bacteriology, Institute of Virology, Vaccines and Sera ""Torlak"", Vojvode Stepe 458, 11152, Belgrade, Serbia. dr.ana.janjusevic@gmail.com.'}, {'lastname': 'Markovic Denic', 'firstname': 'Ljiljana', 'initials': 'L', 'affiliation': 'Department of Epidemiology, Institute of Epidemiology, Faculty of Medicine, University of Belgrade, Visegradska 26a, PO Box 20, 11129, Belgrade, Serbia.'}, {'lastname': 'Minic', 'firstname': 'Rajna', 'initials': 'R', 'affiliation': 'Department of Bacteriology, Institute of Virology, Vaccines and Sera ""Torlak"", Vojvode Stepe 458, 11152, Belgrade, Serbia.'}, {'lastname': 'Grgurevic', 'firstname': 'Anita', 'initials': 'A', 'affiliation': 'Department of Epidemiology, Institute of Epidemiology, Faculty of Medicine, University of Belgrade, Visegradska 26a, PO Box 20, 11129, Belgrade, Serbia.'}, {'lastname': 'Cirkovic', 'firstname': 'Ivana', 'initials': 'I', 'affiliation': 'Department of Bacteriology, Institute of Microbiology and Immunology, Faculty of Medicine, University of Belgrade, Dr Subotića 1, 11000, Belgrade, Serbia.'}]","['Antibiotic susceptibility', 'MLVA\xa0sreening', 'Serbia', 'VRE\xa0carriage']"
33845234,4-4-(Anilinomethyl)-3-[4-(trifluoromethyl)phenyl]-1H-pyrazol-1-ylbenzoic acid derivatives as potent anti-gram-positive bacterial agents.,10.1016/j.ejmech.2021.113402,"[{'lastname': 'Hansa', 'firstname': 'Raj Kc', 'initials': 'RK', 'affiliation': 'Department of Chemistry and Physics, College of Science and Mathematics, Arkansas State University, Jonesboro, AR, 72467, USA.'}, {'lastname': 'Khan', 'firstname': 'M M K', 'initials': 'MMK', 'affiliation': 'Department of Chemistry and Physics, College of Science and Mathematics, Arkansas State University, Jonesboro, AR, 72467, USA.'}, {'lastname': 'Frangie', 'firstname': 'M M', 'initials': 'MM', 'affiliation': 'Department of Chemistry and Physics, College of Science and Mathematics, Arkansas State University, Jonesboro, AR, 72467, USA.'}, {'lastname': 'Gilmore', 'firstname': 'D F', 'initials': 'DF', 'affiliation': 'Department of Biological Sciences, College of Science and Mathematics, Arkansas State University, Jonesboro, AR, 72467, USA.'}, {'lastname': 'Shelton', 'firstname': 'R S', 'initials': 'RS', 'affiliation': 'Department of Pharmacology and Toxicology, University of Arkansas for Medical Sciences, 4301 W. Markham St., Little Rock, AR, 72205, USA.'}, {'lastname': 'Savenka', 'firstname': 'A V', 'initials': 'AV', 'affiliation': 'Department of Pharmacology and Toxicology, University of Arkansas for Medical Sciences, 4301 W. Markham St., Little Rock, AR, 72205, USA.'}, {'lastname': 'Basnakian', 'firstname': 'A G', 'initials': 'AG', 'affiliation': 'Department of Pharmacology and Toxicology, University of Arkansas for Medical Sciences, 4301 W. Markham St., Little Rock, AR, 72205, USA; Central Arkansas Veterans Healthcare System, W. 7th St., Little Rock, AR, 72205, USA.'}, {'lastname': 'Shuttleworth', 'firstname': 'S L', 'initials': 'SL', 'affiliation': 'Department of Microbiology and Immunology, Department of Orthopaedic Surgery, Center for Microbial Pathogenesis and Host Inflammatory Responses University of Arkansas for Medical Sciences, 4301 W. Markham, Little Rock, AR, 72205, USA.'}, {'lastname': 'Smeltzer', 'firstname': 'M S', 'initials': 'MS', 'affiliation': 'Department of Microbiology and Immunology, Department of Orthopaedic Surgery, Center for Microbial Pathogenesis and Host Inflammatory Responses University of Arkansas for Medical Sciences, 4301 W. Markham, Little Rock, AR, 72205, USA.'}, {'lastname': 'Alam', 'firstname': 'M A', 'initials': 'MA', 'affiliation': 'Department of Chemistry and Physics, College of Science and Mathematics, Arkansas State University, Jonesboro, AR, 72467, USA. Electronic address: malam@astate.edu.'}]","['Antibiotics', 'Antimicrobial', 'Enterococcus', 'MRSA', 'Pyrazole', 'Staphylococcus aureus', 'Toxicity']"
